date,operator,draw_no,1st,2nd,3rd,special,consolation
1986-03-30,Magnum 4D,039/86,4824,3291,3399,"1313,3721,1245,8740,4386,2077,6509,5101,1984,6666","4113,4269,9983,6026,4730,1499,5385,0581,3699,6253"
1986-04-03,Magnum 4D,040/86,5154,3407,2619,"0404,3595,3084,3178,3048,9380,1815,6408,7104,1614","7295,1773,1494,5633,7689,5548,8363,7912,9744,8938"
1986-04-05,Magnum 4D,041/86,9493,3403,7200,"5913,2201,5191,5991,3972,7328,4651,6538,3339,0012","9202,0441,4744,4076,8532,2554,7253,1443,5784,7998"
1986-04-06,Magnum 4D,042/86,5774,8725,2562,"3409,0679,0466,4293,6721,8436,5609,0795,2367,1896","3565,2324,4686,5124,3011,9659,9266,9680,1183,2916"
1986-04-10,Magnum 4D,043/86,3107,9078,2134,"7170,3834,4005,4942,7511,6211,8950,3740,9432,0635","1132,1825,6411,5864,6475,3202,1508,8729,7930,3646"
1986-04-12,Magnum 4D,044/86,3442,1024,4129,"8866,2417,8963,0377,3495,4370,5055,8783,8810,2967","7031,8429,0325,8478,0182,3894,4102,3501,5594,6153"
1986-04-13,Magnum 4D,045/86,0214,9758,7404,"6713,4892,9339,5723,5383,7554,2859,6127,9598,0227","7746,1590,0211,3494,5005,7011,1203,2148,1989,4420"
1986-04-17,Magnum 4D,046/86,3134,8325,0205,"2854,6227,8793,9049,8382,7591,7978,3524,1036,3235","4158,5545,9064,3673,9041,8223,1533,7858,7994,6291"
1986-04-19,Magnum 4D,047/86,8824,4636,6213,"8989,3934,6541,4862,7609,6195,5233,3427,9497,9315","9842,4023,1407,0822,3134,7013,5662,2332,8376,4186"
1986-04-20,Magnum 4D,048/86,0891,9618,3734,"7909,5589,3519,6081,1915,6809,6370,5270,4192,1437","3909,3881,8229,8962,0021,4751,8611,7086,3372,8617"
1986-04-24,Magnum 4D,049/86,1083,9590,0658,"2796,7174,1319,1331,3408,4277,9818,1230,5826,3320","2284,0772,1617,9623,1213,0796,0006,4518,3511,7963"
1986-04-26,Magnum 4D,050/86,6202,2688,4900,"6437,0838,5140,1146,9154,9536,1426,7102,9022,2864","4199,0174,7623,2398,0758,1666,5461,8937,4470,5973"
1986-04-27,Magnum 4D,051/86,1925,7048,6309,"2254,0957,5975,0886,0384,5800,0928,5588,2049,5221","8597,2140,6166,1297,1666,4347,8631,5942,5925,9475"
1986-05-01,Magnum 4D,052/86,7231,1036,4607,"2980,9933,6712,3239,0038,2748,4682,1183,7429,8315","4171,9779,7312,2287,0459,5897,5762,6360,4053,3278"
1986-05-03,Magnum 4D,053/86,4896,9344,7645,"3480,1479,3696,9034,6817,2786,4232,2829,8350,5061","2106,2476,3922,0536,0993,5347,0313,2730,1503,9002"
1986-05-04,Magnum 4D,054/86,3819,2189,0153,"1702,5189,0537,0068,3647,1657,6246,3024,9812,5659","8435,0217,8308,7209,7957,8317,9110,5028,6154,9235"
1986-05-08,Magnum 4D,055/86,1056,6452,3704,"8361,4588,8592,0046,4004,0965,1632,1192,1668,9953","8947,4279,4294,6225,8643,1286,7693,2289,7964,8212"
1986-05-10,Magnum 4D,056/86,0946,8927,6782,"4749,6099,5151,7603,3058,3063,6738,5700,6595,9207","7072,4779,2032,8947,4877,3584,3458,0838,2497,1654"
1986-05-11,Magnum 4D,057/86,7472,0037,5887,"9913,5154,6357,9553,7762,1278,4972,3082,1774,7196","7038,5522,5691,4443,6132,5870,0867,7663,1465,4843"
1986-05-15,Magnum 4D,058/86,9907,7644,8139,"2663,7460,2247,9807,1680,5533,7118,5131,7165,7018","3221,8461,5365,1321,4709,4953,4765,8543,9011,2439"
1986-05-17,Magnum 4D,059/86,6117,6198,2570,"7865,5434,9633,5034,9222,5483,2579,6688,2804,8407","7137,2070,2129,1802,4830,5272,7324,2569,9774,7596"
1986-05-18,Magnum 4D,060/86,7899,8060,7072,"7637,7907,3738,5178,8434,8218,1008,0094,2996,7125","6937,0452,1587,0785,7116,8926,6497,6686,5721,1440"
1986-05-22,Magnum 4D,061/86,7373,3127,6593,"7307,8256,2057,9125,9658,3521,5994,4745,9048,5285","7407,5139,8601,8747,7794,7755,8816,8691,4628,4822"
1986-05-24,Magnum 4D,062/86,6285,7095,8649,"6627,0560,9347,2789,6682,4556,9729,5959,9301,4760","9085,8314,8470,9689,8198,1801,3989,9456,7840,4634"
1986-05-25,Magnum 4D,063/86,1548,7149,2818,"4207,6020,1912,1228,1852,0212,3573,6626,0833,2096","7192,4391,7902,7540,7985,8978,8032,0343,7429,7297"
1986-05-29,Magnum 4D,064/86,0113,5595,5548,"7435,6783,5023,7193,3721,0218,0324,1326,6817,4160","7473,3526,6249,8160,6449,6093,2704,4384,7270,7435"
1986-05-31,Magnum 4D,065/86,9297,1443,2811,"1657,9988,0065,5665,9357,9145,6748,4178,8342,9580","8020,4779,0610,8691,3415,6944,1492,9108,0087,4848"
1986-06-01,Magnum 4D,066/86,7605,5773,7337,"2413,7457,5992,9899,5871,7964,0987,8486,4601,8040","6015,7869,6368,6126,6241,8821,8918,1837,5348,2949"
1986-06-05,Magnum 4D,067/86,9661,8192,8208,"4784,2927,7012,6561,1210,1432,8931,7455,2899,0806","1161,8575,5545,3563,8012,1866,2219,8889,3272,1686"
1986-06-07,Magnum 4D,068/86,1994,0437,5608,"2934,3856,7170,7574,6187,8325,2956,2863,5334,3191","4658,4526,9752,2476,2881,5855,2789,3223,8449,3538"
1986-06-08,Magnum 4D,069/86,6694,7758,2952,"5300,9036,7608,7200,3453,1820,0358,0396,3710,8053","9048,5188,7868,6059,7466,2974,4375,2288,6859,2386"
1986-06-12,Magnum 4D,070/86,3443,0374,2713,"5384,9369,0509,2824,7874,0055,8642,4584,1252,0946","3112,5813,3531,2131,9952,0244,0755,0586,5312,8131"
1986-06-14,Magnum 4D,071/86,3034,4847,3873,"7624,3624,1810,1223,1040,4042,1087,1414,1541,9549","7437,5824,4196,5299,1888,6023,4568,3741,9785,8633"
1986-06-15,Magnum 4D,072/86,8824,9335,5281,"1397,8192,3075,2472,2505,0454,8832,4583,7494,7391","2642,1849,8204,1838,5498,1591,7393,1211,8049,5052"
1986-06-19,Magnum 4D,073/86,1931,3750,2789,"3692,0065,5945,0436,6718,3493,2418,0544,8941,7797","4884,1018,8707,7143,0770,1045,3527,9879,8710,9348"
1986-06-21,Magnum 4D,074/86,0288,9367,3308,"9570,4780,9844,1420,2426,2587,0108,6733,1089,1638","6749,0701,7942,4227,7143,9271,8255,2784,8043,1628"
1986-06-22,Magnum 4D,075/86,0226,7048,6667,"3703,2615,4589,4419,7997,4247,8154,7490,0775,0695","5847,8837,1604,0099,4439,4773,4147,8493,8037,7613"
1986-06-26,Magnum 4D,076/86,7511,3792,8940,"6831,5785,9103,0503,9008,3048,2257,2755,3560,4010","6441,3743,6147,4779,1678,8949,1817,1773,5659,7910"
1986-06-28,Magnum 4D,077/86,5968,6617,4683,"0853,6064,8894,4721,4437,8361,8029,3161,7979,5423","7590,3736,4524,1453,5252,8311,0811,4378,5896,9731"
1986-06-29,Magnum 4D,078/86,7640,7434,1244,"2225,5903,8097,4981,3252,8683,1727,3765,9641,9129","1649,8731,7341,8078,2638,1716,4161,3845,7707,9616"
1986-07-03,Magnum 4D,079/86,0083,6720,9809,"9022,1281,2996,1610,5443,7344,8449,8241,1423,1837","9922,9689,2995,0972,1971,5943,1994,6554,8887,1168"
1986-07-05,Magnum 4D,080/86,4717,4817,5444,"1703,7972,5739,4462,1891,1314,1165,2775,8159,0284","1743,5967,3050,3866,9145,7962,9047,1376,7977,0962"
1986-07-06,Magnum 4D,081/86,6313,5029,9474,"2269,7421,8099,4447,7847,2346,8853,9934,7126,7213","2875,8167,7039,0190,6016,4926,4555,7939,5205,8182"
1986-07-10,Magnum 4D,082/86,4842,5697,9793,"8619,6842,5363,8059,6497,8184,9059,4521,8228,3219","1790,4029,0474,1329,2076,3626,8127,0673,8543,2381"
1986-07-12,Magnum 4D,083/86,4622,8172,8622,"5423,7374,1297,0013,4970,7855,1792,6980,2539,5308","7273,9817,6065,3843,5287,3385,7121,3851,1842,4537"
1986-07-13,Magnum 4D,084/86,5943,9854,5534,"9647,8290,2980,7796,1083,6221,8222,0574,2292,9871","6620,5621,1275,7819,1318,6324,1983,4544,6544,5918"
1986-07-17,Magnum 4D,085/86,3787,2586,3837,"7250,7040,5142,3928,2480,9871,4214,2218,8349,7520","5725,1964,1070,0043,9103,4444,5794,2597,9939,6491"
1986-07-19,Magnum 4D,086/86,5688,3215,3906,"9127,9049,1406,3782,4452,2261,2986,6992,6429,2011","1934,3625,5490,0465,9518,1705,8340,7634,1550,1119"
1986-07-20,Magnum 4D,087/86,8360,3331,5773,"9614,9453,5655,7268,7974,0285,4111,1274,7883,3858","1366,2915,1931,3287,7080,7105,3374,9268,2204,3954"
1986-07-24,Magnum 4D,088/86,0181,4480,1249,"6536,2977,9652,7821,5220,1091,7485,1848,4485,0793","5814,4388,8353,9074,6519,0389,4492,9717,5018,5467"
1986-07-26,Magnum 4D,089/86,9938,7791,1292,"4227,8077,5672,9127,3836,1825,1162,6497,0982,6398","8144,2337,1227,5723,0975,5993,7081,0089,3032,3267"
1986-07-27,Magnum 4D,090/86,0987,3845,7955,"1121,6437,9403,9129,3727,3353,0875,5522,0625,6380","6422,3521,6796,2376,0040,8814,2477,7087,1876,4439"
1986-07-31,Magnum 4D,091/86,5675,0676,3428,"9408,4853,7374,3223,5418,1870,1092,0915,8109,1821","9259,0466,1010,8635,0718,3665,3204,5716,5482,8274"
1986-08-02,Magnum 4D,092/86,1364,6690,9358,"6538,9580,4554,0386,4453,2459,5711,0373,7675,5072","7957,1928,3880,6180,9772,6161,8387,9093,2182,2583"
1986-08-03,Magnum 4D,093/86,8460,3990,7734,"7894,1250,2842,4504,3950,3679,5255,8985,7288,2480","1612,2912,4826,9274,6886,2235,2989,1476,9127,3917"
1986-08-07,Magnum 4D,094/86,2044,2301,6936,"2661,3421,9142,4507,6019,8481,1619,1243,6778,3850","4374,5017,4751,9274,1432,1844,6060,7635,8330,7174"
1986-08-09,Magnum 4D,095/86,9843,2848,4691,"9944,9427,9447,1125,3023,1570,8139,2064,2885,0723","0328,7175,4812,5975,1854,8352,0852,7263,6136,5791"
1986-08-10,Magnum 4D,096/86,4453,0156,4767,"3826,1943,0482,6749,9382,8880,7298,5865,9130,1964","6996,6857,2370,7384,0832,6689,2814,4427,1683,4218"
1986-08-14,Magnum 4D,097/86,6025,1458,7927,"0913,5829,0124,1669,4793,1563,4169,2512,9475,6440","9524,4967,7968,8326,8432,8003,7083,0570,0000,7892"
1986-08-16,Magnum 4D,098/86,8584,1244,5635,"1022,4876,6149,3444,6378,7503,7697,3405,7718,7938","1115,4701,7768,3492,1557,6543,8244,0816,4118,5982"
1986-08-17,Magnum 4D,099/86,0814,7194,8527,"7371,4051,2229,7922,2444,5547,0702,5966,2374,3081","8004,8079,8874,5755,4522,5767,9882,9489,1369,5787"
1986-08-21,Magnum 4D,100/86,2441,6695,8111,"5513,7819,0582,2667,2893,2199,8486,0524,2211,8774","5682,5819,0863,1349,8675,9513,0806,6082,7395,8797"
1986-08-23,Magnum 4D,101/86,0472,3247,0285,"3350,6277,3899,7477,5718,3567,7919,5209,4218,5166","9021,9636,2530,8758,7710,4427,5241,9947,8668,4588"
1986-08-24,Magnum 4D,102/86,2817,4740,5043,"7994,3955,6046,7917,7980,9743,4165,2984,2842,9732","8135,1743,2447,8979,1887,2911,1227,7501,6449,5554"
1986-08-28,Magnum 4D,103/86,8219,8276,5473,"9418,3796,5727,1121,3894,5505,5444,1717,4458,6862","1363,0047,0343,1036,3354,6800,2445,9967,9947,4009"
1986-08-30,Magnum 4D,104/86,3961,8130,8295,"5518,7371,2482,5397,8675,5933,8245,6973,2101,4353","7955,8230,8684,2184,1348,2774,9908,7887,1071,2411"
1986-08-31,Magnum 4D,105/86,2181,9864,0067,"2379,5964,1633,8631,3386,3130,7105,3775,7460,1268","1606,4739,7462,7610,7214,7057,1272,4205,9034,4159"
1986-09-04,Magnum 4D,106/86,0079,7731,9375,"5954,0555,8945,6715,5859,4700,8031,6733,5283,4405","2682,9956,7659,3885,0098,9622,8522,6654,0338,1995"
1986-09-06,Magnum 4D,107/86,5009,1936,0678,"4804,9874,2559,7222,8988,0139,1994,7879,9254,1252","3597,9068,3618,2174,4992,6118,1026,8002,9797,4848"
1986-09-07,Magnum 4D,108/86,1615,0791,7820,"6065,8693,2870,8423,7838,0349,6295,9521,8839,7006","5945,0920,5748,3364,3142,6940,7679,0876,6614,8887"
1986-09-11,Magnum 4D,109/86,0966,4191,3901,"0630,1230,6244,0539,2934,0022,1540,0656,5762,4479","3451,3525,0080,2968,1747,6012,1590,6880,8919,3856"
1986-09-13,Magnum 4D,110/86,5792,0613,4207,"7158,5865,6143,7704,8991,9671,8877,8749,2879,8348","6083,1854,9683,9002,1034,9294,7795,1354,4701,1289"
1986-09-14,Magnum 4D,111/86,7100,9125,5110,"7493,9571,0378,6611,5751,9087,9429,0487,2760,4809","5934,8998,2615,8841,1446,9833,3452,5462,4868,7211"
1986-09-18,Magnum 4D,112/86,9699,1314,4985,"0429,5853,6912,9420,2262,3726,0888,7810,7182,8047","8740,6916,4018,7910,6888,0211,3276,0825,2277,7904"
1986-09-20,Magnum 4D,113/86,4885,8970,1107,"3907,7994,1517,0908,7703,8906,9125,3286,1615,2527","0416,2799,5053,1292,3225,2296,5507,3601,0127,6100"
1986-09-21,Magnum 4D,114/86,3014,3893,9560,"8431,3337,0665,6095,1328,7213,0088,6466,5828,2982","3737,4161,0882,0570,5727,4727,9653,8894,0317,2999"
1986-09-25,Magnum 4D,115/86,6937,3909,8125,"3032,2573,2414,2848,1743,5206,7488,0830,5143,5468","0428,0866,3475,3977,3874,1638,4045,4608,3597,6411"
1986-09-27,Magnum 4D,116/86,9822,5433,8966,"6929,6164,2629,5658,8402,9452,6155,1560,0850,8222","4391,2218,5108,7150,4710,1252,3538,4104,6646,0802"
1986-09-28,Magnum 4D,117/86,4394,9166,4102,"4085,3363,9736,1224,7377,5223,4019,6898,4507,5120","7219,8439,8945,9701,3621,2428,4872,3074,0578,4148"
1986-10-02,Magnum 4D,118/86,4156,2936,8801,"1480,6656,7515,9299,9826,3392,9274,7075,3741,0998","3362,4828,1129,4339,3820,1512,3128,9482,7471,5006"
1986-10-04,Magnum 4D,119/86,0210,2930,0483,"9465,4059,0865,2778,1172,2724,9636,0547,8819,7874","7669,1942,3375,6846,8172,6501,5252,1487,0066,6571"
1986-10-05,Magnum 4D,120/86,2755,9454,3859,"2515,9105,3905,2086,1228,1090,1682,3371,7441,0721","3218,0374,2166,2649,2612,1692,4280,5812,0645,3336"
1986-10-09,Magnum 4D,121/86,1516,5788,9795,"2474,4078,2322,8094,4832,1030,6124,3425,8274,3905","7891,1639,3831,4938,9516,7105,1330,1202,9514,5434"
1986-10-11,Magnum 4D,122/86,1575,9670,6600,"0531,2593,2735,0435,4041,5213,2345,2281,2588,5249","0299,8880,5479,5075,7894,3305,7656,2950,7503,7247"
1986-10-12,Magnum 4D,123/86,1824,6655,1300,"2914,6854,9341,1887,5482,1914,1781,7707,5703,2287","9515,9719,6804,3147,9403,0712,0762,8638,4246,8891"
1986-10-16,Magnum 4D,124/86,6803,1336,9277,"3591,0759,3144,4866,1032,0338,5210,8294,3867,3729","3239,4527,5130,4037,2869,2946,6634,3953,9235,5304"
1986-10-18,Magnum 4D,125/86,3766,5341,5183,"6374,2176,2605,8483,8809,7759,3024,7937,5006,6394","8467,7257,4951,4585,3944,6901,2497,2179,5237,9659"
1986-10-19,Magnum 4D,126/86,5607,3155,6904,"8675,0803,3066,7553,2872,8866,2647,8391,7028,9209","7762,8971,7025,9569,4304,9369,9871,6427,3329,5488"
1986-10-23,Magnum 4D,127/86,4365,3544,7105,"1274,5752,0974,2809,5532,1187,1348,0917,3783,1263","9266,7680,3347,9430,5601,0701,7920,3236,6185,1749"
1986-10-25,Magnum 4D,128/86,8333,0744,2337,"2852,6137,8376,6136,4580,6105,1702,6087,0868,2121","4996,3875,8123,8849,3812,9765,9223,1843,1149,9538"
1986-10-26,Magnum 4D,129/86,5413,0487,3723,"4972,8286,8892,4974,3919,8558,6960,4127,0778,9162","9135,6531,6364,9451,7319,9823,5133,9716,1808,9167"
1986-10-30,Magnum 4D,130/86,6726,0033,3234,"1682,3009,1884,6807,3560,6360,3717,6341,1501,4421","7246,9058,8246,2925,7009,9523,2632,9871,3324,0648"
1986-11-01,Magnum 4D,131/86,6193,2503,0062,"8811,7245,9128,5813,8718,3718,6219,7377,9375,8973","9403,8008,5697,6756,3748,5514,2897,3510,9589,4081"
1986-11-02,Magnum 4D,132/86,4824,8751,7754,"7446,2375,9704,9889,2182,6229,0828,1029,0849,1579","8696,9540,4390,4484,8074,6135,2317,9551,1596,0397"
1986-11-06,Magnum 4D,133/86,1428,0723,5470,"4724,5471,9418,2421,4435,4595,4984,2077,8292,6846","8377,8674,4918,6341,8711,2506,3413,5672,2193,7104"
1986-11-08,Magnum 4D,134/86,5619,9367,4000,"7927,9073,9616,5675,4536,8026,7269,7014,1321,7365","3653,7145,6938,2212,4454,1810,6840,7342,8769,0818"
1986-11-09,Magnum 4D,135/86,4205,4721,2439,"5492,9651,3454,7242,4375,2507,7887,1237,4418,0495","5535,9695,9603,1220,0177,7642,1593,4757,7088,0510"
1986-11-13,Magnum 4D,136/86,2638,8410,6118,"5975,5475,7472,7264,9312,7195,0130,9765,8690,6268","7547,4618,9718,4744,5760,3504,8190,1094,3468,9057"
1986-11-15,Magnum 4D,137/86,6780,5777,9671,"1076,8917,3100,1555,0984,6149,9139,0782,8976,9765","3249,5839,5678,6364,8925,5146,3858,2146,5360,5084"
1986-11-16,Magnum 4D,138/86,9901,9279,9333,"7577,1356,1583,8424,6747,9515,7416,8113,9028,4484","4794,1478,1683,9057,9933,0376,0253,2976,1717,0045"
1986-11-20,Magnum 4D,139/86,2985,5729,9273,"4978,3619,9121,8585,7831,1148,1383,3286,8378,4021","2819,8806,4639,8984,0274,7305,1893,4889,8010,1563"
1986-11-22,Magnum 4D,140/86,1176,3104,9918,"5186,6084,2148,0155,4891,1848,0929,7284,8318,8372","4534,2276,1301,8961,5336,8913,3476,3214,7175,6928"
1986-11-23,Magnum 4D,141/86,7968,4882,9468,"6772,7134,5697,0613,5925,7973,7917,3675,5422,3888","9088,5923,8831,0154,7637,0829,5714,7236,4982,1957"
1986-11-27,Magnum 4D,142/86,6531,2759,0425,"3397,8963,5728,9350,9983,2856,7856,4307,6412,0491","7695,2603,5942,2588,6412,9059,7354,4795,0487,3815"
1986-11-29,Magnum 4D,143/86,7760,4200,3754,"4231,5829,7710,8856,3919,1596,7625,7740,9362,5159","4586,8106,1950,4330,8109,0902,0070,4697,2773,6219"
1986-11-30,Magnum 4D,144/86,8587,3671,9844,"0493,0728,2085,5540,9844,5273,1491,9730,0790,4033","0442,8790,1773,7284,8811,8188,6553,6364,7656,8518"
1986-12-02,Magnum 4D,902/86,7437,8313,4978,"1784,9422,1675,2917,1440,1450,1047,6860,3096,3732","5800,2223,8226,2298,4957,8415,4863,9715,1538,3878"
1986-12-04,Magnum 4D,145/86,4072,7957,9447,"9894,9463,9546,1459,9327,3156,1347,3030,5628,0511","0385,7857,6836,3737,5848,5609,5732,8620,6144,1169"
1986-12-06,Magnum 4D,146/86,0023,8383,4577,"3003,5741,4459,7564,1024,3574,6456,2744,1579,2301","2734,2483,2269,1941,4139,8639,7401,1964,8195,2493"
1986-12-07,Magnum 4D,147/86,5563,0345,0193,"6809,3783,4597,6959,7036,9513,7008,6450,6595,5401","3045,5820,8295,6536,2663,6747,2450,7915,3202,7895"
1986-12-11,Magnum 4D,148/86,1971,7221,3910,"9947,8271,3034,2792,1944,3926,7433,2730,2644,4123","7517,5911,3880,1180,6472,1352,0839,1946,3021,4095"
1986-12-13,Magnum 4D,149/86,3671,9416,9261,"7826,3140,1592,5197,1940,0992,1962,0433,7814,5345","6383,8651,6053,9230,3763,1845,0188,5321,5283,7063"
1986-12-14,Magnum 4D,150/86,7502,9100,7109,"2717,3319,5829,1693,8291,2452,6600,4141,4659,3722","6321,1889,7664,2310,5587,8532,0761,8108,7877,2575"
1986-12-18,Magnum 4D,151/86,2699,1089,2414,"8023,5819,1202,2163,8424,8411,3857,4196,6476,0707","8747,3337,0607,6227,5355,7452,3942,9406,6582,3691"
1986-12-20,Magnum 4D,152/86,4247,9524,2123,"4156,3889,2958,1457,8283,1900,1324,3594,1095,4340","3017,6524,3612,2974,4018,1833,9107,3701,7146,2797"
1986-12-21,Magnum 4D,153/86,8516,3811,3313,"2291,4888,8151,3187,0833,4062,2958,5730,6434,2492","4771,5035,6537,1723,2144,4770,6649,8941,8309,3945"
1986-12-25,Magnum 4D,154/86,6585,8617,9023,"8276,4742,9924,8651,2537,9077,3256,8634,4414,8551","1042,9778,3687,9939,0306,7457,5279,1135,6613,6703"
1986-12-27,Magnum 4D,155/86,4234,6602,9413,"3906,2629,1631,2579,4508,5084,2617,0720,3922,1051","9632,0712,7884,0264,3671,0274,2492,2353,3140,9966"
1986-12-28,Magnum 4D,156/86,5757,3419,0183,"3143,8298,6619,9479,7937,8802,9805,6961,5715,0202","3959,4054,6472,5258,2514,0531,7979,3713,1771,4723"
1987-01-01,Magnum 4D,001/87,6718,7118,4889,"3882,3971,8388,8270,3087,9465,0252,3797,8545,0176","5014,5357,5739,7179,2082,2142,6389,3946,4906,4607"
1987-01-03,Magnum 4D,002/87,5194,1717,8662,"8742,1506,2638,7719,3417,0917,4367,7421,6855,9217","3043,6138,2987,8005,6310,4263,2369,7896,1539,1267"
1987-01-04,Magnum 4D,003/87,6823,4773,5889,"3116,5532,8335,7108,2781,3720,0999,1642,5219,7915","5417,2037,1520,6005,5392,0792,8796,7471,7304,1537"
1987-01-08,Magnum 4D,004/87,4547,4273,8654,"3712,9926,0583,0200,6102,6243,4041,5389,4284,7811","6241,3029,1338,8485,2012,3977,2789,3356,6383,6600"
1987-01-10,Magnum 4D,005/87,1240,1934,4845,"5051,4181,2887,1532,5145,4892,0146,0777,0899,2592","3149,3830,5059,4122,3729,7585,7423,7218,4740,5278"
1987-01-11,Magnum 4D,006/87,1252,8782,5328,"8008,4132,7493,3066,8852,8425,6252,1900,7042,2073","5562,8076,9823,1505,2319,9838,9423,5460,2570,3744"
1987-01-15,Magnum 4D,007/87,9683,6711,9785,"0507,5013,1832,1228,9642,9328,7656,5372,3742,8849","4345,3834,4424,0532,5208,7620,0568,8630,9771,8918"
1987-01-17,Magnum 4D,008/87,1640,5782,8487,"4333,6238,6451,5854,2929,3803,5095,4702,2929,0622","9901,0721,9332,0859,1162,0280,3638,8885,2127,6624"
1987-01-18,Magnum 4D,009/87,2102,8435,1078,"5583,8982,6155,0370,2348,2601,4598,1475,9900,1828","9532,3932,3493,4129,5124,2163,3996,9942,9661,1615"
1987-01-22,Magnum 4D,010/87,4204,3932,2737,"0119,3255,1848,3476,2026,8355,0093,2247,9396,9857","4391,6939,8926,5114,8128,0922,1117,4371,1586,7157"
1987-01-24,Magnum 4D,011/87,0382,3916,0415,"4489,3949,2009,8487,1731,1499,8127,2786,3189,9637","0842,0101,0228,6516,7007,5967,5543,8136,8343,0415"
1987-01-25,Magnum 4D,012/87,9406,8763,6052,"8809,0137,3581,8306,1650,6000,2380,2614,8590,9311","1579,8437,4369,0878,8523,2025,1817,8400,2036,9577"
1987-01-29,Magnum 4D,013/87,8525,7910,3244,"1544,9749,6809,3622,5883,8898,1795,6340,0644,2421","8305,9591,5412,9604,4012,8852,2448,8522,5111,6499"
1987-01-31,Magnum 4D,014/87,2331,7064,7672,"7742,3239,8475,1458,5548,5731,1547,5862,2371,4697","8149,4522,1577,0948,1913,1038,5755,0046,9545,6388"
1987-02-01,Magnum 4D,015/87,1368,9525,0708,"5427,7479,4810,2385,3056,0776,4434,1930,2715,5794","2210,0199,1975,7407,2253,8248,3874,5663,0787,9812"
1987-02-05,Magnum 4D,016/87,7323,4284,5293,"5811,7724,9416,6504,7582,1855,3007,6806,3889,2325","7370,8911,3373,6430,4315,8713,1196,6377,2752,6181"
1987-02-07,Magnum 4D,017/87,5838,4123,7991,"1896,7482,0167,1862,8987,6825,6230,6429,6864,2884","6626,4330,5157,1264,1848,7231,9585,0651,7244,0995"
1987-02-08,Magnum 4D,018/87,3151,1748,4749,"0494,0313,3859,1345,9237,6759,7283,4736,0517,5751","0724,1422,0577,9347,1804,8988,1447,2632,0317,7719"
1987-02-12,Magnum 4D,019/87,5936,2317,7470,"6983,4695,7429,3493,5082,3007,2804,4849,1592,3428","2206,5581,6040,5100,6778,2218,0921,2629,9468,0763"
1987-02-14,Magnum 4D,020/87,4371,3703,3294,"1108,7152,3389,7406,6487,0168,5774,2257,0139,6158","1087,4574,3230,2872,7749,7262,9178,9039,2932,2598"
1987-02-15,Magnum 4D,021/87,1071,3622,9043,"9348,2907,4752,8536,1710,3487,5839,7725,5823,5534","5148,5726,5914,3147,8120,5708,7749,3482,3253,9889"
1987-02-19,Magnum 4D,022/87,4774,7968,6931,"6479,4095,4998,5371,0253,1500,0204,3880,9041,8880","5828,4869,0332,9441,3532,3774,7650,8818,2482,2979"
1987-02-21,Magnum 4D,023/87,5586,1594,3901,"3178,0535,7907,5701,1136,2559,0663,7381,4101,7852","8772,0226,4536,5692,4081,3776,3781,8023,6425,8011"
1987-02-22,Magnum 4D,024/87,1842,1377,5009,"5080,0368,0655,9372,2220,1233,7713,3828,2377,3816","4348,3940,7980,9112,9740,9788,7549,1362,5340,7414"
1987-02-26,Magnum 4D,025/87,8175,2571,8321,"7395,9103,8686,8778,9474,5890,7689,8141,5104,0917","3552,4680,1499,2093,1628,3220,9793,8429,1662,8837"
1987-02-28,Magnum 4D,026/87,5189,6845,4336,"7215,6888,2310,4815,4348,9964,8260,5635,9259,7379","8338,4993,5195,5034,4723,0136,8173,3866,8794,9468"
1987-03-01,Magnum 4D,027/87,9511,3278,2092,"2834,7014,6072,7100,0376,8116,4590,2263,8966,4367","8226,0981,4477,9107,4820,2007,6581,3010,5133,2972"
1987-03-05,Magnum 4D,028/87,7038,4685,2266,"0134,2978,0409,4977,4234,1242,1533,3306,2402,3191","3896,5832,5016,3264,2115,8566,3025,4433,5958,7418"
1987-03-07,Magnum 4D,029/87,5436,5986,1453,"9978,7252,8291,0596,7180,6010,3462,3314,3631,2347","4304,3439,8487,3001,3381,9471,6274,7992,1672,5757"
1987-03-08,Magnum 4D,030/87,3758,0343,6399,"1125,9652,5374,4544,9868,7408,7237,1077,6950,8083","5538,0792,2688,5910,5177,0012,1321,8606,1515,8548"
1987-03-12,Magnum 4D,031/87,4575,8789,6126,"9584,3999,4612,4625,4625,6916,9455,5895,0042,4418","5424,7910,1893,1966,0872,9009,8957,8026,2584,6596"
1987-03-14,Magnum 4D,032/87,1489,3318,5421,"8412,9704,3851,6944,7130,6912,1451,6991,0912,5441","6577,7948,5975,3213,3888,7105,3445,5741,4434,1862"
1987-03-15,Magnum 4D,033/87,4915,6318,8512,"0972,2814,9207,3502,8505,8861,7277,1774,3075,0341","3880,7825,9604,6284,8670,3955,8905,2697,9143,6698"
1987-03-19,Magnum 4D,034/87,6821,4843,3538,"1013,2557,4466,9552,5598,5978,8514,3078,3543,2501","1303,4256,4000,5096,0248,9248,7746,9944,8731,4087"
1987-03-21,Magnum 4D,035/87,0823,2767,2918,"9305,0254,5283,6538,7822,6991,1114,5051,9704,7699","2691,2927,9943,6204,1646,4245,8905,4928,0017,1278"
1987-03-22,Magnum 4D,036/87,6773,1970,2842,"7883,8449,7748,3397,1711,8574,1325,1015,2457,5674","8375,8866,5399,2791,6999,8096,5229,1137,9663,1896"
